Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,,Intel,Pentium Dual E2160,1205,32.1,4701,https://cpu.userbenchmark.com/SpeedTest/2113/IntelR-PentiumR-Dual--CPU--E2160----180GHz
CPU,,AMD,Athlon 64 4000+,1206,32.1,62,https://cpu.userbenchmark.com/SpeedTest/10241/AMD-Athlontm-64-Processor-4000-
CPU,,Intel,Pentium Dual T3200,1207,31.9,2184,https://cpu.userbenchmark.com/SpeedTest/2235/IntelR-PentiumR-Dual--CPU--T3200----200GHz
CPU,,Intel,T2400,1208,31.9,746,https://cpu.userbenchmark.com/SpeedTest/6584/Genuine-IntelR-CPU-----------T2400----183GHz
CPU,,Intel,T2600,1209,31.9,150,https://cpu.userbenchmark.com/SpeedTest/4124/Genuine-IntelR-CPU-----------T2600----216GHz
CPU,,Intel,Pentium N4200,1210,31.9,11048,https://cpu.userbenchmark.com/SpeedTest/196248/IntelR-PentiumR-CPU-N4200---110GHz
CPU,,AMD,Athlon II M300,1211,31.9,1237,https://cpu.userbenchmark.com/SpeedTest/5992/AMD-Athlontm-II-Dual-Core-M300
CPU,,AMD,A4-4355M APU,1212,31.8,421,https://cpu.userbenchmark.com/SpeedTest/10814/AMD-A4-4355M-APU-with-Radeontm-HD-Graphics
CPU,,AMD,Athlon 64 3200+,1213,31.8,900,https://cpu.userbenchmark.com/SpeedTest/7063/AMD-Athlontm-64-Processor-3200-
CPU,,AMD,Turion 64 X2 Mobile Technology TL-58,1214,31.7,531,https://cpu.userbenchmark.com/SpeedTest/817/AMD-Turiontm-64-X2-Mobile-Technology-TL-58
CPU,,AMD,A4-3305M APU,1215,31.7,1472,https://cpu.userbenchmark.com/SpeedTest/6638/AMD-A4-3305M-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Core2 Duo T5750,1216,31.6,2049,https://cpu.userbenchmark.com/SpeedTest/6581/IntelR-CoreTM2-Duo-CPU-----T5750----200GHz
CPU,,Intel,T2300,1217,31.5,946,https://cpu.userbenchmark.com/SpeedTest/2474/Genuine-IntelR-CPU-----------T2300----166GHz
CPU,,Intel,Core2 T5500,1218,31.5,1615,https://cpu.userbenchmark.com/SpeedTest/2561/IntelR-CoreTM2-CPU---------T5500----166GHz
CPU,,Intel,Core2 T5600,1219,31.4,1304,https://cpu.userbenchmark.com/SpeedTest/6306/IntelR-CoreTM2-CPU---------T5600----183GHz
CPU,,Intel,Core2 Duo T5550,1220,31.3,1460,https://cpu.userbenchmark.com/SpeedTest/1673/IntelR-CoreTM2-Duo-CPU-----T5550----183GHz
CPU,,Intel,Atom Z3770,1221,31.1,170,https://cpu.userbenchmark.com/SpeedTest/5592/IntelR-AtomTM-CPU--Z3770----146GHz
CPU,,Intel,Core2 Duo T5450,1222,31.1,1321,https://cpu.userbenchmark.com/SpeedTest/5075/IntelR-CoreTM2-Duo-CPU-----T5450----166GHz
CPU,,Intel,Celeron N2920,1223,31,1564,https://cpu.userbenchmark.com/SpeedTest/8725/IntelR-CeleronR-CPU--N2920----186GHz
CPU,,AMD,A10-7300 APU (2014 M.Ka),1224,30.9,6201,https://cpu.userbenchmark.com/SpeedTest/11662/AMD-A10-7300-Radeon-R6-10-Compute-Cores-4C-6G
CPU,,Intel,Core i3 U 380,1225,30.9,574,https://cpu.userbenchmark.com/SpeedTest/8152/IntelR-CoreTM-i3-CPU-------U-380----133GHz
CPU,,Intel,2140,1226,30.9,1317,https://cpu.userbenchmark.com/SpeedTest/6453/Genuine-IntelR-CPU------------2140----160GHz
CPU,,Intel,Pentium D 3.20GHz,1227,30.9,938,https://cpu.userbenchmark.com/SpeedTest/1730/--------------IntelR-PentiumR-D-CPU-320GHz
CPU,,AMD,A6-5200 APU,1228,30.9,10296,https://cpu.userbenchmark.com/SpeedTest/4574/AMD-A6-5200-APU-with-RadeonTM-HD-Graphics
CPU,,AMD,Athlon 64 X2 Dual Core 4000+,1229,30.9,2690,https://cpu.userbenchmark.com/SpeedTest/2436/AMD-Athlontm-64-X2-Dual-Core-Processor-4000-
CPU,,Intel,Pentium Dual E2140,1230,30.8,2484,https://cpu.userbenchmark.com/SpeedTest/4944/IntelR-PentiumR-Dual--CPU--E2140----160GHz
CPU,,Intel,T2080,1231,30.7,496,https://cpu.userbenchmark.com/SpeedTest/4748/Genuine-IntelR-CPU-----------T2080----173GHz
CPU,,Intel,Pentium 4 3.40GHz,1232,30.7,1108,https://cpu.userbenchmark.com/SpeedTest/293/--------------IntelR-PentiumR-4-CPU-340GHz
CPU,,Intel,Core i5 U 470,1233,30.7,341,https://cpu.userbenchmark.com/SpeedTest/6244/IntelR-CoreTM-i5-CPU-------U-470----133GHz
CPU,,AMD,A9-9400 APU (2016 M.SR),1234,30.7,1789,https://cpu.userbenchmark.com/SpeedTest/188753/AMD-A9-9400-RADEON-R5-5-COMPUTE-CORES-2C-3G
CPU,,Intel,Core2 Duo T5250,1235,30.6,962,https://cpu.userbenchmark.com/SpeedTest/5189/IntelR-CoreTM2-Duo-CPU-----T5250----150GHz
CPU,,Intel,Core2 Duo L7100,1236,30.6,54,https://cpu.userbenchmark.com/SpeedTest/5778/IntelR-CoreTM2-Duo-CPU-----L7100----120GHz
CPU,,AMD,Turion 64 X2 Mobile Technology TL-56,1237,30.5,387,https://cpu.userbenchmark.com/SpeedTest/2456/AMD-Turiontm-64-X2-Mobile-Technology-TL-56
CPU,AM9210AVY23AC,AMD,A6-9210 APU (2016 M.SR),1238,30.4,1011,https://cpu.userbenchmark.com/SpeedTest/180033/AMD-A6-9210-RADEON-R4-5-COMPUTE-CORES-2C-3G
CPU,,Intel,Celeron 900,1239,30.3,3169,https://cpu.userbenchmark.com/SpeedTest/4381/IntelR-CeleronR-CPU----------900----220GHz
CPU,,Intel,Celeron N2840,1240,30.2,20186,https://cpu.userbenchmark.com/SpeedTest/16086/IntelR-CeleronR-CPU--N2840----216GHz
CPU,,AMD,A9-9410 APU (2016 M.SR),1241,30.2,6158,https://cpu.userbenchmark.com/SpeedTest/137162/AMD-A9-9410-RADEON-R5-5-COMPUTE-CORES-2C-3G
CPU,,AMD,E2-3000M APU,1242,30.1,1027,https://cpu.userbenchmark.com/SpeedTest/6063/AMD-E2-3000M-APU-with-Radeontm-HD-Graphics
CPU,,Intel,U7300,1243,30.1,1665,https://cpu.userbenchmark.com/SpeedTest/4246/Genuine-IntelR-CPU-----------U7300----130GHz
CPU,,Intel,Core i3 U 330,1244,30.1,350,https://cpu.userbenchmark.com/SpeedTest/1602/IntelR-CoreTM-i3-CPU-------U-330----120GHz
CPU,,Intel,Pentium 4 3.20GHz,1245,30.1,3154,https://cpu.userbenchmark.com/SpeedTest/7095/--------------IntelR-PentiumR-4-CPU-320GHz
CPU,,AMD,A9-9420 APU (2016 M.SR),1246,30.1,15078,https://cpu.userbenchmark.com/SpeedTest/297050/AMD-A9-9420-RADEON-R5-5-COMPUTE-CORES-2C-3G
CPU,,Intel,T2250,1247,30,487,https://cpu.userbenchmark.com/SpeedTest/5955/Genuine-IntelR-CPU-----------T2250----173GHz
CPU,,AMD,A9-9425 APU (2016 M.SR),1248,30,16364,https://cpu.userbenchmark.com/SpeedTest/496441/AMD-A9-9425-RADEON-R5-5-COMPUTE-CORES-2C-3G
CPU,,AMD,E2-7110 APU (2015 M.Ca),1249,30,5133,https://cpu.userbenchmark.com/SpeedTest/150118/AMD-E2-7110-APU-with-AMD-Radeon-R2-Graphics
CPU,AM9220AYN23AC,AMD,A6-9220 APU (2016 M.SR),1250,29.9,4813,https://cpu.userbenchmark.com/SpeedTest/300155/AMD-A6-9220-RADEON-R4-5-COMPUTE-CORES-2C-3G
CPU,,Intel,U2300,1251,29.9,281,https://cpu.userbenchmark.com/SpeedTest/2326/Genuine-IntelR-CPU-----------U2300----120GHz
CPU,,Intel,Atom Z3740,1252,29.9,1399,https://cpu.userbenchmark.com/SpeedTest/3256/IntelR-AtomTM-CPU--Z3740----133GHz
CPU,,AMD,A4-6210 APU R3 Graphics,1253,29.9,5297,https://cpu.userbenchmark.com/SpeedTest/12438/AMD-A4-6210-APU-with-AMD-Radeon-R3-Graphics
CPU,,Intel,Core2 T5300,1254,29.9,310,https://cpu.userbenchmark.com/SpeedTest/2288/IntelR-CoreTM2-CPU---------T5300----173GHz
CPU,,Intel,Core Duo T2350,1255,29.9,239,https://cpu.userbenchmark.com/SpeedTest/3830/IntelR-CoreTM-Duo-CPU------T2350----186GHz
CPU,,AMD,Turion 64 X2 Mobile Technology TL-52,1256,29.8,193,https://cpu.userbenchmark.com/SpeedTest/1892/AMD-Turiontm-64-X2-Mobile-Technology-TL-52
CPU,,Intel,Celeron N2830,1257,29.8,10449,https://cpu.userbenchmark.com/SpeedTest/12104/IntelR-CeleronR-CPU--N2830----216GHz
CPU,,AMD,Turion X2 Dual-Core Mobile RM-70,1258,29.8,495,https://cpu.userbenchmark.com/SpeedTest/199/AMD-Turiontm-X2-Dual-Core-Mobile-RM-70
CPU,,Intel,Celeron E1500,1259,29.7,322,https://cpu.userbenchmark.com/SpeedTest/8605/IntelR-CeleronR-CPU--------E1500----220GHz
CPU,,Intel,Celeron E1400,1260,29.7,421,https://cpu.userbenchmark.com/SpeedTest/2849/IntelR-CeleronR-CPU--------E1400----200GHz
CPU,,Intel,Celeron J3455,1261,29.6,3422,https://cpu.userbenchmark.com/SpeedTest/200485/IntelR-CeleronR-CPU-J3455---150GHz
CPU,,Intel,Pentium D 3.00GHz,1262,29.6,4280,https://cpu.userbenchmark.com/SpeedTest/3363/IntelR-PentiumR-D-CPU-300GHz
CPU,,Intel,Pentium Dual T2370,1263,29.6,714,https://cpu.userbenchmark.com/SpeedTest/4795/IntelR-PentiumR-Dual--CPU--T2370----173GHz
CPU,,Intel,Pentium D 2.80GHz,1264,29.5,3783,https://cpu.userbenchmark.com/SpeedTest/267/--------------IntelR-PentiumR-D-CPU-280GHz
CPU,,Intel,575,1265,29.5,443,https://cpu.userbenchmark.com/SpeedTest/4105/Genuine-IntelR-CPU-------------575----200GHz
CPU,,AMD,A4-9120 APU (2016 M.SR),1266,29.5,1632,https://cpu.userbenchmark.com/SpeedTest/308751/AMD-A4-9120-RADEON-R3-4-COMPUTE-CORES-2C-2G
CPU,,AMD,Sempron 3400+,1267,29.4,241,https://cpu.userbenchmark.com/SpeedTest/8329/AMD-Semprontm-Processor-3400-
CPU,,Intel,U4100,1268,29.4,1051,https://cpu.userbenchmark.com/SpeedTest/10746/Genuine-IntelR-CPU-----------U4100----130GHz
CPU,,AMD,Turion II Neo N40L,1269,29.3,167,https://cpu.userbenchmark.com/SpeedTest/7/AMD-Turiontm-II-Neo-N40L-Dual-Core-Processor
CPU,,Intel,Pentium 4 3.00GHz,1270,29.3,6954,https://cpu.userbenchmark.com/SpeedTest/440/--------------IntelR-PentiumR-4-CPU-300GHz
CPU,,Intel,Core2 T5200,1271,29.2,307,https://cpu.userbenchmark.com/SpeedTest/11616/IntelR-CoreTM2-CPU---------T5200----160GHz
CPU,AM9200AKN23AC,AMD,A6-9200 APU (2016 M.SR),1272,29.1,1112,https://cpu.userbenchmark.com/SpeedTest/252093/AMD-A6-9200-RADEON-R4-5-COMPUTE-CORES-2C-3G
CPU,,AMD,Athlon X2 Dual-Core QL-65,1273,29.1,516,https://cpu.userbenchmark.com/SpeedTest/4672/AMD-Athlontm-X2-Dual-Core-QL-65
CPU,,Intel,Pentium Dual T2330,1274,29.1,867,https://cpu.userbenchmark.com/SpeedTest/6733/IntelR-PentiumR-Dual--CPU--T2330----160GHz
CPU,,Intel,Pentium Dual T2310,1275,29,449,https://cpu.userbenchmark.com/SpeedTest/2719/IntelR-PentiumR-Dual--CPU--T2310----146GHz
CPU,FH8068003067416,Intel,Celeron J4005,1276,28.8,1544,https://cpu.userbenchmark.com/SpeedTest/473105/IntelR-CeleronR-J4005-CPU---200GHz
CPU,,Intel,Pentium Dual T2390,1277,28.8,1250,https://cpu.userbenchmark.com/SpeedTest/2090/IntelR-PentiumR-Dual--CPU--T2390----186GHz
CPU,,Intel,Pentium M processor 1.86GHz,1278,28.3,196,https://cpu.userbenchmark.com/SpeedTest/4587/--------IntelR-PentiumR-M-processor-186GHz
CPU,,AMD,Sempron 3600+,1279,28.3,126,https://cpu.userbenchmark.com/SpeedTest/1005/Mobile-AMD-Semprontm-Processor-3600-
CPU,,AMD,Athlon 64 X2 Dual Core TK-55,1280,28.2,315,https://cpu.userbenchmark.com/SpeedTest/1927/AMD-Athlontm-64-X2-Dual-Core-Processor-TK-55
CPU,,Intel,Pentium 4 2.80GHz,1281,28.1,1546,https://cpu.userbenchmark.com/SpeedTest/3163/--------------IntelR-PentiumR-4-CPU-280GHz
CPU,,AMD,E2-9010 APU (2016 M.SR),1282,28.1,267,https://cpu.userbenchmark.com/SpeedTest/175091/AMD-E2-9010-RADEON-R2-4-COMPUTE-CORES-2C-2G
CPU,,AMD,E2-9000 APU (2016 M.SR),1283,28.1,1757,https://cpu.userbenchmark.com/SpeedTest/339888/AMD-E2-9000-RADEON-R2-4-COMPUTE-CORES-2C-2G
CPU,,Intel,Pentium M processor 1.73GHz,1284,27.9,318,https://cpu.userbenchmark.com/SpeedTest/7488/--------IntelR-PentiumR-M-processor-173GHz
CPU,,AMD,Athlon X2 Dual-Core QL-64,1285,27.9,420,https://cpu.userbenchmark.com/SpeedTest/3720/AMD-Athlontm-X2-Dual-Core-QL-64
CPU,,AMD,AthlonX2 DualCore QL-60,1286,27.9,22,https://cpu.userbenchmark.com/SpeedTest/6294/AMD-AthlontmX2-DualCore-QL-60
CPU,,Intel,Celeron N3160,1287,27.9,1727,https://cpu.userbenchmark.com/SpeedTest/166661/IntelR-CeleronR-CPU--N3160----160GHz
CPU,,Intel,Celeron N3450,1288,27.7,6387,https://cpu.userbenchmark.com/SpeedTest/208922/IntelR-CeleronR-CPU-N3450---110GHz
CPU,,AMD,Athlon Neo X2 Dual Core L335,1289,27.7,171,https://cpu.userbenchmark.com/SpeedTest/4043/AMD-Athlontm-Neo-X2-Dual-Core-Processor-L335
CPU,,Intel,Celeron N2815,1290,27.6,1023,https://cpu.userbenchmark.com/SpeedTest/9736/IntelR-CeleronR-CPU--N2815----186GHz
CPU,,Intel,Celeron N2820,1291,27.5,2079,https://cpu.userbenchmark.com/SpeedTest/5994/IntelR-CeleronR-CPU--N2820----213GHz
CPU,,Intel,Atom x7-Z8700,1292,27.5,2307,https://cpu.userbenchmark.com/SpeedTest/27122/IntelR-AtomTM-x7-Z8700--CPU---160GHz
CPU,,AMD,A4-5000 APU,1293,27.3,10164,https://cpu.userbenchmark.com/SpeedTest/5321/AMD-A4-5000-APU-with-RadeonTM-HD-Graphics
CPU,,AMD,E-350D APU,1294,27.3,268,https://cpu.userbenchmark.com/SpeedTest/6589/AMD-E-350D-APU-with-Radeontm-HD-Graphics
CPU,,AMD,E2-2000 APU (2012 M.Za),1295,27.2,923,https://cpu.userbenchmark.com/SpeedTest/10908/AMD-E2-2000-APU-with-Radeontm-HD-Graphics
CPU,,AMD,Athlon 64 X2 Dual Core TK-53,1296,27.1,139,https://cpu.userbenchmark.com/SpeedTest/9182/AMD-Athlontm-64-X2-Dual-Core-Processor-TK-53
CPU,,Intel,Celeron N4020,1297,27.1,5943,https://cpu.userbenchmark.com/SpeedTest/1134763/IntelR-CeleronR-N4020-CPU---110GHz
CPU,,Intel,Pentium N3700,1298,26.8,11322,https://cpu.userbenchmark.com/SpeedTest/33474/IntelR-PentiumR-CPU--N3700----160GHz
CPU,,Intel,Atom x7-Z8750,1299,26.8,373,https://cpu.userbenchmark.com/SpeedTest/177483/IntelR-AtomTM-x7-Z8750--CPU---160GHz
CPU,,AMD,Sempron 3000+,1300,26.8,276,https://cpu.userbenchmark.com/SpeedTest/3648/AMD-Semprontm-Processor-3000-
CPU,FH8068003067417,Intel,Celeron N4000,1301,26.8,15099,https://cpu.userbenchmark.com/SpeedTest/503050/IntelR-CeleronR-N4000-CPU---110GHz
CPU,,AMD,Sempron 2800+,1302,26.7,158,https://cpu.userbenchmark.com/SpeedTest/4755/AMD-Semprontm-Processor-2800-
CPU,,Intel,Atom x5-Z8550,1303,26.7,606,https://cpu.userbenchmark.com/SpeedTest/195658/IntelR-AtomTM-x5-Z8550--CPU---144GHz
CPU,,AMD,Athlon X2 Dual Core BE-2300,1304,26.6,42,https://cpu.userbenchmark.com/SpeedTest/12410/AMD-Athlontm-X2-Dual-Core-Processor-BE-2300
CPU,,AMD,E2-9000e APU (2016 M.SR),1305,26.5,3542,https://cpu.userbenchmark.com/SpeedTest/321458/AMD-E2-9000e-RADEON-R2-4-COMPUTE-CORES-2C-2G
CPU,,AMD,A6-7000 APU (2014 M.Ka),1306,26.5,243,https://cpu.userbenchmark.com/SpeedTest/27400/AMD-A6-7000-Radeon-R4-5-Compute-Cores-2C-3G
CPU,,Intel,Celeron N3150,1307,26.5,3010,https://cpu.userbenchmark.com/SpeedTest/28103/IntelR-CeleronR-CPU--N3150----160GHz
CPU,,Intel,Atom D2700,1308,26.5,249,https://cpu.userbenchmark.com/SpeedTest/7623/IntelR-AtomTM-CPU-D2700-----213GHz
CPU,,Intel,Atom x5-Z8330,1309,26.4,315,https://cpu.userbenchmark.com/SpeedTest/153094/IntelR-AtomTM-x5-Z8330--CPU---144GHz
CPU,,Intel,Pentium N3710,1310,26.4,12533,https://cpu.userbenchmark.com/SpeedTest/141841/IntelR-PentiumR-CPU--N3710----160GHz
CPU,,Intel,Celeron 723,1311,26.3,52,https://cpu.userbenchmark.com/SpeedTest/10153/IntelR-CeleronR-CPU----------723----120GHz
CPU,,AMD,E-450 APU,1312,26.3,9365,https://cpu.userbenchmark.com/SpeedTest/2189/AMD-E-450-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Atom x5-Z8500,1313,26.2,813,https://cpu.userbenchmark.com/SpeedTest/38612/IntelR-AtomTM-x5-Z8500--CPU---144GHz
CPU,,Intel,Pentium D 2.66GHz,1314,26.1,394,https://cpu.userbenchmark.com/SpeedTest/4781/-------------IntelR-PentiumR-D--CPU-266GHz
CPU,EM1800GBB22GV,AMD,E2-1800 APU (2012 M.Za),1315,26,3544,https://cpu.userbenchmark.com/SpeedTest/839/AMD-E2-1800-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Atom N2800,1316,26,451,https://cpu.userbenchmark.com/SpeedTest/8985/IntelR-AtomTM-CPU-N2800-----186GHz
CPU,,AMD,Athlon Neo MV-40,1317,25.9,216,https://cpu.userbenchmark.com/SpeedTest/12003/AMD-Athlontm-Neo-Processor-MV-40
CPU,,AMD,E-350,1318,25.7,6619,https://cpu.userbenchmark.com/SpeedTest/5356/AMD-E-350-Processor
CPU,,AMD,Athlon 2650e,1319,25.6,147,https://cpu.userbenchmark.com/SpeedTest/4742/AMD-Athlontm-Processor-2650e
CPU,,Intel,Pentium 4 2.93GHz,1320,25.6,132,https://cpu.userbenchmark.com/SpeedTest/4199/--------------IntelR-PentiumR-4-CPU-293GHz
CPU,,Intel,Pentium M processor 1.60GHz,1321,25.5,163,https://cpu.userbenchmark.com/SpeedTest/4076/--------IntelR-PentiumR-M-processor-160GHz
CPU,,Intel,Pentium 4 2.60GHz,1322,25.4,87,https://cpu.userbenchmark.com/SpeedTest/5254/--------------IntelR-PentiumR-4-CPU-260GHz
CPU,,Intel,Celeron M 430,1323,25.1,164,https://cpu.userbenchmark.com/SpeedTest/4999/IntelR-CeleronR-M-CPU--------430----173GHz
CPU,,Intel,Celeron J3355,1324,25,920,https://cpu.userbenchmark.com/SpeedTest/247225/IntelR-CeleronR-CPU-J3355---200GHz
CPU,,Intel,Pentium 4 3.06GHz,1325,25,856,https://cpu.userbenchmark.com/SpeedTest/614/--------------IntelR-PentiumR-4-CPU-306GHz
CPU,,Intel,Celeron N3010,1326,24.4,350,https://cpu.userbenchmark.com/SpeedTest/195388/IntelR-CeleronR-CPU--N3010----104GHz
CPU,,Intel,Atom x5-Z8300,1327,23.8,3206,https://cpu.userbenchmark.com/SpeedTest/37765/IntelR-AtomTM-x5-Z8300--CPU---144GHz
CPU,,AMD,E1-1200 APU,1328,23.7,6984,https://cpu.userbenchmark.com/SpeedTest/2118/AMD-E1-1200-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Pentium 4 2.40GHz,1329,23.4,212,https://cpu.userbenchmark.com/SpeedTest/5589/--------------IntelR-PentiumR-4-CPU-240GHz
CPU,,Intel,Celeron N3350,1330,23.3,14719,https://cpu.userbenchmark.com/SpeedTest/197164/IntelR-CeleronR-CPU-N3350---110GHz
CPU,,Intel,Pentium 4 2.66GHz,1331,23,228,https://cpu.userbenchmark.com/SpeedTest/4462/--------------IntelR-PentiumR-4-CPU-266GHz
CPU,,AMD,C-60 APU,1332,23,2298,https://cpu.userbenchmark.com/SpeedTest/3147/AMD-C-60-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Atom D525,1333,23,2190,https://cpu.userbenchmark.com/SpeedTest/5666/IntelR-AtomTM-CPU-D525-----180GHz
CPU,,Intel,Celeron N3000,1334,23,199,https://cpu.userbenchmark.com/SpeedTest/34511/IntelR-CeleronR-CPU--N3000----104GHz
CPU,,AMD,E-300 APU,1335,22.7,7757,https://cpu.userbenchmark.com/SpeedTest/2468/AMD-E-300-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Atom x5-Z8350,1336,22,9338,https://cpu.userbenchmark.com/SpeedTest/143924/IntelR-AtomTM-x5-Z8350--CPU---144GHz
CPU,,AMD,E1-7010 APU (2015 M.Ca),1337,22,1604,https://cpu.userbenchmark.com/SpeedTest/167591/AMD-E1-7010-APU-with-AMD-Radeon-R2-Graphics
CPU,,Intel,Atom N2600,1338,21.9,2255,https://cpu.userbenchmark.com/SpeedTest/704/IntelR-AtomTM-CPU-N2600-----160GHz
CPU,,Intel,Atom N570,1339,21.5,1295,https://cpu.userbenchmark.com/SpeedTest/3881/IntelR-AtomTM-CPU-N570-----166GHz
CPU,,Intel,Celeron 2.80GHz,1340,21.4,48,https://cpu.userbenchmark.com/SpeedTest/8814/IntelR-CeleronR-CPU-280GHz
CPU,,Intel,Celeron M processor 1.50GHz,1341,21.3,71,https://cpu.userbenchmark.com/SpeedTest/5383/IntelR-CeleronR-M-processor---------150GHz
CPU,,AMD,C-50,1342,21.3,1775,https://cpu.userbenchmark.com/SpeedTest/3082/AMD-C-50-Processor
CPU,,AMD,E1-2500 APU,1343,21.1,2620,https://cpu.userbenchmark.com/SpeedTest/9778/AMD-E1-2500-APU-with-RadeonTM-HD-Graphics
CPU,,Intel,Celeron D 3.06GHz,1344,20.7,305,https://cpu.userbenchmark.com/SpeedTest/13158/IntelR-CeleronR-D-CPU-306GHz
CPU,,Intel,Atom N455,1345,20.7,2769,https://cpu.userbenchmark.com/SpeedTest/2394/IntelR-AtomTM-CPU-N455-----166GHz
CPU,,Intel,Atom N550,1346,20.7,837,https://cpu.userbenchmark.com/SpeedTest/182/IntelR-AtomTM-CPU-N550-----150GHz
CPU,,Intel,Celeron N3060,1347,20.6,21115,https://cpu.userbenchmark.com/SpeedTest/130019/IntelR-CeleronR-CPU--N3060----160GHz
CPU,,Intel,Atom 330,1348,20.6,1012,https://cpu.userbenchmark.com/SpeedTest/1917/IntelR-AtomTM-CPU--330-----160GHz
CPU,,Intel,Atom N450,1349,20.4,2527,https://cpu.userbenchmark.com/SpeedTest/3190/IntelR-AtomTM-CPU-N450-----166GHz
CPU,,Intel,Atom D410,1350,20.3,241,https://cpu.userbenchmark.com/SpeedTest/13305/---------IntelR-AtomTM-CPU-D410-----166GHz
CPU,,Intel,Atom N280,1351,20.3,607,https://cpu.userbenchmark.com/SpeedTest/4556/---------IntelR-AtomTM-CPU-N280-----166GHz
CPU,,Intel,Atom N270,1352,20.1,3302,https://cpu.userbenchmark.com/SpeedTest/2697/IntelR-AtomTM-CPU-N270-----160GHz
CPU,,Intel,Atom D510,1353,20,462,https://cpu.userbenchmark.com/SpeedTest/5452/IntelR-AtomTM-CPU-D510-----166GHz
CPU,,Intel,Celeron N3050,1354,19.7,14680,https://cpu.userbenchmark.com/SpeedTest/31154/IntelR-CeleronR-CPU--N3050----160GHz
CPU,,Intel,Atom N435,1355,19.7,42,https://cpu.userbenchmark.com/SpeedTest/13319/IntelR-AtomTM-CPU-N435-----133GHz
CPU,,AMD,Z-60 APU,1356,19.6,5,https://cpu.userbenchmark.com/SpeedTest/13444/AMD-Z-60-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Atom 230,1357,19.2,273,https://cpu.userbenchmark.com/SpeedTest/5251/IntelR-AtomTM-CPU--230-----160GHz
CPU,,AMD,E1-2100 APU,1358,17.6,4599,https://cpu.userbenchmark.com/SpeedTest/7613/AMD-E1-2100-APU-with-RadeonTM-HD-Graphics
CPU,,Intel,Atom Z520,1359,17.3,275,https://cpu.userbenchmark.com/SpeedTest/4161/---------IntelR-AtomTM-CPU-Z520-----133GHz
CPU,,Intel,Atom Z2760,1360,17.1,706,https://cpu.userbenchmark.com/SpeedTest/2088/IntelR-AtomTM-CPU-Z2760----180GHz
CPU,,AMD,A4-1250 APU,1361,17.1,719,https://cpu.userbenchmark.com/SpeedTest/8678/AMD-A4-1250-APU-with-RadeonTM-HD-Graphics
CPU,,AMD,A4-1200 APU,1362,17.1,480,https://cpu.userbenchmark.com/SpeedTest/2520/AMD-A4-1200-APU-with-RadeonTM-HD-Graphics
CPU,,AMD,Phenom 9600,1363,16,729,https://cpu.userbenchmark.com/SpeedTest/7248/AMD-Phenomtm-9600-Quad-Core-Processor
CPU,,AMD,Phenom 9500,1364,14.7,1135,https://cpu.userbenchmark.com/SpeedTest/1692/AMD-Phenomtm-9500-Quad-Core-Processor
